,Gender,Age,Height,Weight,Duration,Heart_Rate,Body_Temp
8021,1,21,181.0,76.0,17.0,100.0,39.9
76,1,57,178.0,83.0,2.0,79.0,38.1
11368,0,24,167.0,63.0,26.0,107.0,40.8
9015,0,47,169.0,59.0,29.0,102.0,41.1
13933,0,34,179.0,68.0,19.0,102.0,40.6
4947,1,28,183.0,88.0,4.0,86.0,39.3
7822,1,61,194.0,99.0,14.0,90.0,40.2
2260,0,59,172.0,70.0,2.0,96.0,38.6
1775,1,57,197.0,93.0,2.0,82.0,38.4
5117,0,27,149.0,50.0,19.0,98.0,40.4
7248,0,73,146.0,53.0,18.0,105.0,40.4
93,1,57,184.0,91.0,7.0,95.0,39.2
13275,1,33,175.0,70.0,9.0,88.0,39.4
4007,1,53,182.0,78.0,12.0,91.0,40.0
7407,0,49,165.0,65.0,27.0,106.0,40.6
10904,1,38,188.0,88.0,5.0,83.0,39.0
6529,1,25,195.0,91.0,16.0,96.0,39.7
4810,0,24,177.0,76.0,19.0,96.0,40.5
3181,0,79,156.0,54.0,13.0,91.0,40.3
14390,1,65,176.0,83.0,26.0,109.0,41.0
1076,1,44,169.0,77.0,16.0,91.0,40.2
2338,1,24,188.0,93.0,10.0,94.0,39.6
5799,0,23,181.0,74.0,12.0,86.0,40.2
1885,0,63,155.0,58.0,14.0,88.0,40.2
5912,1,62,164.0,64.0,10.0,86.0,40.1
9875,0,73,162.0,63.0,28.0,107.0,40.7
4323,0,41,160.0,62.0,4.0,83.0,39.0
4949,1,53,197.0,98.0,2.0,81.0,38.2
5859,1,23,173.0,77.0,16.0,102.0,40.1
10000,0,36,165.0,58.0,12.0,97.0,40.0
6903,1,66,183.0,90.0,17.0,102.0,40.2
2759,0,42,150.0,52.0,25.0,98.0,40.7
14934,0,32,162.0,58.0,19.0,108.0,40.6
7885,0,30,146.0,52.0,13.0,95.0,39.9
4030,0,36,144.0,49.0,11.0,91.0,40.2
3352,0,34,180.0,73.0,26.0,89.0,40.5
1437,0,69,161.0,60.0,12.0,95.0,40.2
1233,0,54,152.0,53.0,19.0,101.0,40.2
8351,0,71,149.0,49.0,9.0,90.0,39.7
4281,1,49,183.0,92.0,16.0,103.0,40.3
5066,0,31,165.0,65.0,22.0,90.0,40.6
6728,0,25,170.0,70.0,2.0,84.0,38.5
3102,1,31,192.0,92.0,4.0,93.0,39.1
2465,1,54,168.0,72.0,27.0,113.0,41.3
7768,1,38,165.0,68.0,20.0,98.0,40.2
6929,1,67,170.0,75.0,23.0,107.0,40.7
449,0,54,168.0,63.0,17.0,92.0,40.3
5239,1,20,178.0,79.0,10.0,92.0,39.5
12938,1,20,186.0,86.0,26.0,99.0,40.1
3621,0,21,156.0,56.0,1.0,86.0,37.4
2317,1,59,191.0,89.0,21.0,93.0,40.7
6071,0,74,171.0,68.0,14.0,95.0,40.3
2185,1,33,187.0,87.0,26.0,106.0,40.7
4477,0,22,161.0,63.0,1.0,73.0,37.5
1890,0,68,162.0,59.0,13.0,93.0,40.0
1155,1,42,184.0,86.0,14.0,92.0,39.9
6061,1,73,190.0,98.0,12.0,91.0,39.8
7953,1,26,197.0,101.0,7.0,87.0,39.3
13529,1,51,169.0,78.0,23.0,102.0,40.5
1728,0,25,168.0,66.0,9.0,91.0,39.7
5151,0,31,170.0,66.0,24.0,101.0,40.6
13242,0,77,177.0,75.0,22.0,96.0,40.5
7685,1,70,177.0,77.0,29.0,100.0,40.7
10857,1,29,179.0,80.0,28.0,108.0,41.0
11239,0,21,175.0,69.0,10.0,98.0,39.7
10481,0,55,166.0,66.0,10.0,94.0,39.6
4392,1,43,184.0,87.0,23.0,106.0,40.6
8495,1,54,201.0,109.0,27.0,106.0,40.9
2503,1,41,181.0,82.0,23.0,106.0,40.5
9498,0,21,197.0,91.0,11.0,88.0,39.8
2463,0,24,157.0,52.0,11.0,85.0,40.0
5715,0,32,154.0,56.0,6.0,81.0,39.3
2846,0,21,150.0,50.0,19.0,104.0,40.1
9535,1,26,180.0,84.0,15.0,92.0,40.3
12470,1,29,178.0,85.0,18.0,93.0,40.8
1612,1,54,179.0,75.0,30.0,108.0,40.7
6234,1,24,182.0,85.0,10.0,95.0,40.0
2191,0,53,154.0,57.0,4.0,86.0,38.9
1729,1,53,179.0,78.0,20.0,93.0,40.8
13840,0,64,181.0,76.0,13.0,90.0,40.0
11552,1,22,177.0,80.0,7.0,86.0,39.5
10427,1,31,201.0,97.0,22.0,102.0,40.4
8176,1,45,182.0,88.0,14.0,95.0,39.8
9623,1,55,199.0,101.0,16.0,96.0,40.3
12603,1,20,180.0,84.0,16.0,98.0,40.0
14678,0,57,166.0,64.0,3.0,83.0,38.7
13273,0,44,151.0,56.0,4.0,91.0,38.9
13926,1,68,198.0,111.0,29.0,110.0,40.5
4047,1,68,186.0,88.0,1.0,87.0,37.8
5687,0,22,168.0,68.0,3.0,84.0,38.6
8296,0,39,158.0,54.0,26.0,94.0,40.7
7676,0,33,150.0,56.0,26.0,102.0,40.8
10959,0,68,156.0,55.0,12.0,94.0,40.0
4240,1,51,192.0,94.0,14.0,102.0,40.3
6670,0,62,163.0,60.0,2.0,84.0,38.4
7306,1,68,175.0,74.0,8.0,81.0,39.4
2755,1,77,176.0,79.0,2.0,85.0,38.5
2492,1,41,179.0,81.0,30.0,105.0,40.8
3139,1,41,182.0,79.0,5.0,86.0,39.1
8544,0,32,165.0,63.0,21.0,104.0,40.5
13233,1,28,193.0,96.0,11.0,85.0,40.1
13194,0,46,174.0,68.0,9.0,91.0,39.6
3272,1,20,187.0,90.0,25.0,105.0,40.7
12769,1,71,186.0,91.0,16.0,95.0,40.1
8408,0,65,169.0,65.0,30.0,105.0,40.8
2889,1,58,179.0,82.0,23.0,107.0,40.4
11170,0,48,179.0,82.0,28.0,114.0,40.7
788,1,20,175.0,78.0,24.0,107.0,40.5
12960,1,43,195.0,95.0,26.0,106.0,40.7
9818,1,53,186.0,91.0,11.0,82.0,40.1
7841,0,35,164.0,61.0,16.0,90.0,40.1
7301,1,71,187.0,97.0,13.0,90.0,40.3
7466,0,34,171.0,69.0,26.0,96.0,40.8
5678,0,45,172.0,69.0,29.0,101.0,40.7
9517,1,78,190.0,100.0,2.0,91.0,38.6
3377,0,24,152.0,52.0,10.0,83.0,40.1
4527,0,26,169.0,70.0,19.0,99.0,40.6
13022,0,40,166.0,63.0,10.0,86.0,39.7
1780,1,49,187.0,86.0,11.0,90.0,39.8
6756,0,38,158.0,61.0,27.0,112.0,40.7
2959,1,36,178.0,77.0,29.0,105.0,41.2
14952,0,48,159.0,61.0,18.0,102.0,40.4
10946,0,26,171.0,62.0,17.0,90.0,40.1
349,0,69,162.0,59.0,11.0,95.0,39.6
13859,1,45,198.0,102.0,10.0,86.0,39.3
5843,0,48,165.0,67.0,21.0,106.0,40.8
3349,1,61,182.0,87.0,26.0,104.0,40.7
42,1,63,179.0,80.0,25.0,108.0,40.8
801,1,49,193.0,97.0,3.0,84.0,38.5
3529,1,22,188.0,92.0,11.0,96.0,39.6
11731,1,50,190.0,100.0,27.0,104.0,40.8
981,1,64,209.0,112.0,18.0,100.0,40.4
3458,0,22,154.0,61.0,13.0,93.0,39.9
6451,1,26,185.0,87.0,12.0,90.0,40.0
14763,0,39,140.0,48.0,19.0,92.0,40.6
7590,0,21,156.0,60.0,17.0,91.0,40.2
8009,1,25,180.0,78.0,25.0,109.0,40.5
6714,0,66,180.0,76.0,26.0,114.0,40.7
8507,0,23,171.0,67.0,25.0,112.0,40.5
10919,1,37,181.0,88.0,22.0,97.0,40.8
8366,0,36,177.0,80.0,8.0,95.0,39.7
11685,1,45,200.0,97.0,24.0,106.0,40.7
2756,1,24,188.0,93.0,18.0,99.0,40.3
7188,0,24,145.0,49.0,12.0,88.0,40.2
916,1,23,196.0,88.0,16.0,105.0,40.2
4617,0,21,160.0,54.0,24.0,103.0,40.3
1616,0,71,162.0,61.0,21.0,102.0,40.6
10602,1,38,170.0,74.0,26.0,109.0,40.5
13329,1,27,187.0,89.0,18.0,106.0,40.7
2146,0,28,165.0,59.0,12.0,91.0,39.8
7191,0,46,168.0,70.0,5.0,77.0,39.1
1833,1,42,179.0,80.0,8.0,93.0,39.4
5964,1,20,181.0,81.0,24.0,109.0,40.7
14384,0,29,167.0,69.0,9.0,88.0,39.7
5508,0,40,162.0,64.0,2.0,87.0,38.1
7405,1,20,201.0,100.0,20.0,97.0,40.5
4714,1,64,184.0,93.0,19.0,108.0,40.4
5714,0,25,174.0,67.0,11.0,94.0,39.8
9699,1,24,167.0,66.0,13.0,87.0,40.2
10774,0,57,191.0,79.0,19.0,97.0,40.5
782,0,33,159.0,53.0,17.0,94.0,40.0
6173,0,30,152.0,57.0,23.0,104.0,40.7
7523,1,24,180.0,78.0,22.0,101.0,40.5
5396,1,50,196.0,97.0,20.0,92.0,40.4
14563,1,53,195.0,96.0,28.0,106.0,40.7
12519,0,52,181.0,76.0,18.0,96.0,40.3
9035,1,41,198.0,101.0,3.0,75.0,38.7
4838,1,24,169.0,73.0,3.0,75.0,38.6
2401,0,28,149.0,53.0,28.0,109.0,41.0
7663,0,44,159.0,64.0,12.0,97.0,39.8
4205,0,25,174.0,72.0,9.0,93.0,39.6
4641,0,49,156.0,57.0,25.0,112.0,40.9
2152,1,69,190.0,93.0,24.0,105.0,40.5
5550,0,30,161.0,63.0,15.0,90.0,40.3
2947,0,73,184.0,83.0,13.0,97.0,40.3
9564,1,22,194.0,91.0,23.0,99.0,41.0
8028,0,67,171.0,70.0,10.0,86.0,39.8
3878,0,22,167.0,64.0,16.0,89.0,40.2
5936,1,26,175.0,74.0,29.0,107.0,41.1
7207,1,73,188.0,85.0,28.0,105.0,41.0
5364,0,40,166.0,64.0,25.0,103.0,40.5
10866,0,49,174.0,77.0,26.0,100.0,40.7
7255,0,23,171.0,70.0,9.0,91.0,39.6
14601,0,44,177.0,78.0,26.0,105.0,41.2
8063,0,59,178.0,71.0,23.0,113.0,40.5
3023,0,33,153.0,53.0,26.0,111.0,40.3
10848,1,29,187.0,94.0,2.0,86.0,37.7
3541,0,47,158.0,57.0,2.0,79.0,38.3
3279,1,76,179.0,79.0,19.0,105.0,40.5
8423,0,30,169.0,64.0,18.0,97.0,39.9
6740,0,22,171.0,65.0,13.0,93.0,40.3
14282,0,64,166.0,69.0,15.0,98.0,40.6
8753,1,33,186.0,82.0,5.0,86.0,38.9
10811,1,26,185.0,82.0,28.0,109.0,41.1
2804,1,69,195.0,98.0,16.0,101.0,40.1
2211,1,26,178.0,79.0,12.0,101.0,40.5
12542,0,24,168.0,60.0,3.0,89.0,38.8
8237,0,67,147.0,55.0,19.0,102.0,40.5
10981,1,66,185.0,87.0,8.0,84.0,39.7
3133,1,23,184.0,81.0,15.0,102.0,40.3
7132,0,43,183.0,75.0,21.0,99.0,40.9
8842,1,23,189.0,89.0,8.0,82.0,39.7
7781,1,70,186.0,92.0,18.0,100.0,40.5
4320,0,24,170.0,66.0,3.0,88.0,38.8
6853,1,21,183.0,82.0,30.0,113.0,41.0
2107,0,20,175.0,74.0,24.0,108.0,40.8
5128,1,42,193.0,92.0,2.0,87.0,38.0
9648,1,49,188.0,93.0,25.0,105.0,40.7
11320,0,22,150.0,49.0,8.0,94.0,39.6
3973,0,69,169.0,67.0,29.0,111.0,40.7
10863,0,33,155.0,52.0,7.0,82.0,39.2
3034,1,25,182.0,81.0,8.0,91.0,39.5
10814,1,37,171.0,73.0,7.0,90.0,39.2
9734,0,55,162.0,63.0,25.0,103.0,40.7
4663,1,61,195.0,105.0,11.0,96.0,39.7
8394,1,20,179.0,79.0,28.0,107.0,40.9
3286,0,39,179.0,76.0,6.0,82.0,39.4
2367,1,75,173.0,79.0,5.0,87.0,38.9
9698,0,53,173.0,68.0,7.0,96.0,39.3
11523,0,22,151.0,52.0,3.0,79.0,38.6
440,0,21,167.0,67.0,21.0,103.0,40.4
12634,0,22,155.0,56.0,24.0,109.0,40.8
12054,0,40,166.0,72.0,10.0,92.0,39.8
7887,1,42,197.0,100.0,14.0,95.0,40.3
4692,0,44,162.0,60.0,9.0,87.0,39.2
13423,1,37,197.0,92.0,1.0,87.0,37.5
9315,0,63,166.0,63.0,9.0,99.0,39.9
9845,0,36,166.0,64.0,22.0,106.0,40.6
1224,0,24,171.0,63.0,17.0,95.0,40.9
8541,1,46,190.0,99.0,3.0,85.0,38.7
2592,0,23,169.0,64.0,30.0,116.0,40.5
3247,0,35,151.0,51.0,29.0,108.0,40.8
2812,1,34,182.0,81.0,4.0,72.0,38.5
14690,1,54,175.0,81.0,6.0,83.0,39.3
6857,0,47,174.0,69.0,14.0,83.0,40.4
8233,0,66,153.0,55.0,26.0,111.0,40.7
2691,1,42,186.0,89.0,13.0,89.0,40.2
4132,1,74,182.0,88.0,14.0,88.0,40.0
6745,1,26,185.0,85.0,7.0,86.0,39.5
6779,1,20,192.0,88.0,22.0,107.0,40.7
2249,1,35,169.0,76.0,12.0,90.0,40.0
2552,0,21,161.0,60.0,4.0,87.0,38.8
8674,1,30,178.0,75.0,1.0,77.0,38.2
10548,0,28,163.0,59.0,28.0,101.0,40.7
10067,1,36,173.0,72.0,23.0,111.0,40.8
7342,0,25,167.0,64.0,13.0,103.0,40.1
3649,1,66,176.0,83.0,27.0,102.0,40.7
380,0,24,178.0,78.0,2.0,93.0,38.2
11364,1,22,193.0,99.0,19.0,99.0,40.3
5749,1,27,181.0,79.0,17.0,94.0,40.3
7210,0,46,153.0,51.0,30.0,115.0,40.8
14415,0,23,148.0,46.0,24.0,104.0,40.8
8015,0,36,168.0,66.0,9.0,93.0,39.6
1360,1,22,176.0,73.0,3.0,84.0,39.1
3196,0,52,154.0,56.0,25.0,103.0,40.9
2037,0,50,155.0,59.0,18.0,113.0,40.3
486,0,58,144.0,42.0,12.0,96.0,40.1
9935,0,51,164.0,63.0,10.0,88.0,39.6
12016,0,64,163.0,67.0,27.0,115.0,40.7
783,1,60,181.0,92.0,3.0,88.0,38.8
8126,0,39,135.0,43.0,12.0,91.0,39.9
7034,0,44,166.0,66.0,18.0,91.0,40.4
10100,0,29,157.0,57.0,28.0,101.0,40.8
14797,0,40,148.0,53.0,9.0,87.0,39.6
3238,1,44,170.0,79.0,7.0,82.0,39.4
6369,1,65,188.0,90.0,18.0,103.0,40.3
9755,1,27,191.0,85.0,1.0,76.0,37.8
11353,1,37,171.0,78.0,14.0,92.0,40.3
10252,0,22,157.0,53.0,19.0,100.0,40.5
14961,0,62,159.0,61.0,5.0,83.0,39.0
8355,1,28,189.0,87.0,10.0,85.0,39.9
6590,0,74,168.0,66.0,4.0,79.0,38.9
8198,0,68,159.0,59.0,5.0,87.0,39.4
13310,0,44,181.0,75.0,22.0,95.0,40.4
1915,1,36,185.0,79.0,6.0,89.0,39.1
8543,1,25,187.0,79.0,4.0,85.0,38.9
9718,1,72,185.0,90.0,4.0,85.0,38.9
7582,1,76,182.0,91.0,6.0,90.0,39.5
10630,0,58,173.0,77.0,26.0,103.0,40.6
12005,0,40,162.0,64.0,6.0,88.0,39.0
3464,0,21,150.0,51.0,21.0,97.0,40.2
2138,1,21,177.0,77.0,24.0,104.0,40.6
13527,1,72,179.0,81.0,21.0,97.0,40.6
11984,0,52,155.0,54.0,24.0,101.0,40.6
742,0,74,160.0,66.0,29.0,110.0,40.8
8568,1,69,188.0,89.0,6.0,88.0,39.4
11529,1,22,172.0,75.0,14.0,98.0,39.9
9774,1,34,178.0,80.0,26.0,107.0,40.7
6759,0,50,148.0,55.0,24.0,109.0,40.8
14068,1,22,185.0,80.0,28.0,99.0,41.2
13861,1,38,188.0,89.0,15.0,101.0,40.1
4480,0,35,151.0,57.0,21.0,99.0,40.4
3442,1,27,198.0,97.0,23.0,100.0,40.7
11860,1,72,175.0,81.0,19.0,96.0,40.6
4521,0,79,153.0,59.0,16.0,94.0,40.5
2847,0,24,167.0,62.0,17.0,88.0,40.3
14065,0,69,161.0,59.0,24.0,105.0,40.8
12908,0,56,165.0,66.0,19.0,108.0,40.4
7018,0,27,178.0,71.0,29.0,114.0,40.8
9178,0,32,163.0,65.0,6.0,80.0,39.5
14603,0,28,165.0,61.0,30.0,110.0,40.9
6865,1,57,186.0,89.0,9.0,83.0,39.6
6698,0,54,169.0,66.0,13.0,96.0,40.1
14221,1,29,184.0,86.0,3.0,78.0,38.7
13483,0,65,164.0,60.0,28.0,108.0,40.8
6355,1,58,195.0,93.0,18.0,89.0,40.3
1834,0,58,149.0,54.0,24.0,107.0,40.4
9684,0,62,165.0,66.0,28.0,107.0,40.7
8897,0,55,174.0,70.0,11.0,83.0,40.0
12583,1,64,201.0,102.0,7.0,83.0,39.2
14863,1,36,189.0,87.0,20.0,98.0,40.3
5703,0,35,160.0,63.0,9.0,90.0,39.6
4801,1,58,194.0,95.0,23.0,106.0,40.5
9303,1,21,188.0,89.0,4.0,80.0,38.6
10777,0,22,170.0,68.0,26.0,109.0,40.7
13421,0,28,153.0,49.0,23.0,108.0,40.5
9436,1,73,182.0,82.0,27.0,107.0,41.3
3003,1,73,185.0,88.0,8.0,90.0,39.5
23,0,20,165.0,59.0,29.0,100.0,41.0
12004,1,24,185.0,88.0,11.0,90.0,39.9
3524,1,64,199.0,104.0,6.0,88.0,39.6
10956,0,37,159.0,61.0,10.0,90.0,40.1
12160,0,26,179.0,71.0,26.0,110.0,40.9
9629,0,55,176.0,76.0,19.0,102.0,40.4
1309,1,52,184.0,85.0,22.0,101.0,40.4
14417,1,43,186.0,93.0,20.0,107.0,40.3
8395,0,25,162.0,69.0,28.0,101.0,41.2
3475,0,33,171.0,70.0,10.0,92.0,39.8
789,1,32,168.0,73.0,30.0,111.0,40.7
11884,1,59,176.0,81.0,6.0,85.0,39.5
11906,0,29,162.0,66.0,7.0,94.0,39.5
7015,1,52,177.0,73.0,27.0,111.0,41.1
3284,0,32,163.0,58.0,17.0,100.0,40.4
6463,0,39,173.0,72.0,25.0,104.0,40.4
2514,1,22,187.0,84.0,26.0,99.0,40.6
6145,1,38,169.0,74.0,12.0,91.0,40.3
4385,0,75,169.0,66.0,29.0,102.0,40.8
10957,1,45,192.0,97.0,21.0,103.0,40.7
4905,0,41,172.0,61.0,28.0,102.0,40.9
8732,0,22,173.0,70.0,15.0,96.0,40.2
13028,0,59,152.0,58.0,21.0,101.0,41.1
14325,1,50,184.0,84.0,14.0,96.0,40.4
5446,1,74,181.0,86.0,22.0,101.0,40.8
9419,0,27,153.0,55.0,15.0,93.0,39.9
3688,1,29,197.0,92.0,22.0,97.0,40.8
1395,1,46,187.0,89.0,13.0,101.0,40.3
14739,1,27,182.0,79.0,3.0,89.0,38.9
10871,1,21,189.0,88.0,15.0,99.0,40.2
5006,1,22,189.0,80.0,5.0,86.0,39.3
5357,0,24,162.0,61.0,23.0,98.0,40.9
14919,0,67,159.0,58.0,6.0,94.0,39.5
7864,1,71,193.0,98.0,17.0,94.0,40.3
5257,0,35,177.0,71.0,1.0,87.0,37.7
5632,1,76,192.0,100.0,20.0,96.0,40.3
6805,1,44,183.0,86.0,26.0,103.0,40.8
9581,0,47,171.0,70.0,8.0,93.0,39.6
13832,1,77,193.0,97.0,13.0,87.0,39.9
5434,1,26,174.0,80.0,11.0,83.0,39.7
7416,0,48,155.0,59.0,13.0,91.0,40.1
10333,0,42,178.0,75.0,30.0,110.0,40.8
8128,0,46,162.0,59.0,20.0,99.0,40.4
13231,0,21,167.0,67.0,18.0,100.0,40.2
5883,1,45,191.0,92.0,23.0,107.0,40.5
9487,0,60,156.0,59.0,23.0,106.0,40.7
3301,0,47,174.0,71.0,16.0,100.0,40.5
12810,1,77,174.0,78.0,8.0,88.0,39.8
10284,0,72,146.0,49.0,22.0,103.0,40.5
10795,1,34,167.0,71.0,8.0,85.0,39.5
14571,1,21,184.0,89.0,22.0,104.0,40.6
712,1,56,196.0,94.0,5.0,86.0,39.0
4279,0,23,169.0,60.0,21.0,99.0,40.5
14436,0,75,156.0,61.0,29.0,102.0,41.2
8763,0,25,178.0,71.0,5.0,94.0,39.2
11316,0,73,184.0,83.0,25.0,121.0,40.6
10424,1,30,209.0,117.0,20.0,91.0,40.7
1822,1,30,181.0,79.0,10.0,95.0,40.1
9411,1,48,183.0,81.0,14.0,99.0,40.2
6245,1,26,185.0,90.0,25.0,110.0,41.1
7525,0,55,169.0,67.0,21.0,102.0,40.6
14046,1,23,170.0,74.0,16.0,104.0,40.1
13676,1,51,190.0,96.0,5.0,77.0,39.0
8420,0,44,167.0,67.0,21.0,97.0,40.3
1977,0,22,150.0,52.0,22.0,102.0,40.7
11902,1,40,188.0,87.0,17.0,102.0,40.4
3264,0,57,154.0,59.0,1.0,90.0,37.9
11184,0,51,175.0,75.0,25.0,105.0,40.8
4834,0,20,168.0,67.0,5.0,82.0,39.4
5061,1,76,210.0,114.0,7.0,94.0,39.3
252,0,63,176.0,79.0,29.0,111.0,40.5
14348,1,29,181.0,82.0,7.0,90.0,39.5
2098,1,31,213.0,108.0,29.0,111.0,41.1
6244,0,70,170.0,66.0,15.0,100.0,40.3
13485,0,65,158.0,58.0,22.0,92.0,40.8
3671,0,39,162.0,63.0,13.0,89.0,40.2
10798,0,70,160.0,64.0,6.0,89.0,39.4
10632,1,20,175.0,71.0,16.0,96.0,40.4
7613,1,28,178.0,77.0,22.0,99.0,40.4
13799,1,68,194.0,99.0,4.0,80.0,38.6
4416,0,38,178.0,77.0,14.0,82.0,40.5
14139,1,54,177.0,83.0,15.0,98.0,40.4
10113,0,51,153.0,58.0,15.0,97.0,40.5
5857,0,31,172.0,68.0,26.0,94.0,40.9
8645,0,53,172.0,70.0,25.0,102.0,40.6
6415,0,20,165.0,58.0,1.0,83.0,37.8
6914,0,40,154.0,57.0,23.0,103.0,40.5
11872,0,45,164.0,61.0,5.0,84.0,39.1
2934,0,38,163.0,63.0,19.0,105.0,40.5
6017,1,23,171.0,71.0,3.0,75.0,38.8
8229,1,56,180.0,85.0,19.0,107.0,40.5
9294,1,32,196.0,96.0,27.0,105.0,40.7
8360,0,35,178.0,69.0,15.0,89.0,40.2
6562,1,34,190.0,88.0,12.0,97.0,40.2
14903,1,55,173.0,74.0,24.0,105.0,40.6
12134,1,68,189.0,95.0,16.0,103.0,40.3
8344,0,67,169.0,72.0,18.0,103.0,40.7
13277,1,49,187.0,91.0,25.0,99.0,40.8
12943,0,43,164.0,63.0,2.0,83.0,38.2
7073,0,26,173.0,68.0,27.0,107.0,41.0
56,0,68,155.0,58.0,15.0,100.0,40.3
3412,0,23,172.0,69.0,24.0,103.0,40.8
5584,0,22,177.0,75.0,9.0,98.0,39.7
2855,0,37,156.0,58.0,8.0,92.0,39.8
6209,1,37,213.0,110.0,29.0,112.0,40.9
2986,0,33,182.0,78.0,5.0,83.0,39.3
9553,1,54,181.0,78.0,29.0,108.0,40.9
5999,1,45,193.0,96.0,20.0,102.0,40.5
12438,1,43,178.0,81.0,13.0,93.0,40.0
12803,0,24,145.0,48.0,2.0,79.0,37.9
6189,0,71,163.0,66.0,17.0,96.0,40.0
9943,1,23,189.0,91.0,24.0,101.0,40.6
8348,1,52,203.0,104.0,7.0,91.0,39.4
11786,0,27,134.0,38.0,22.0,103.0,40.7
4722,0,41,155.0,56.0,20.0,96.0,40.4
8292,1,71,182.0,91.0,9.0,92.0,39.7
7425,1,42,176.0,78.0,4.0,88.0,39.1
4472,1,78,179.0,80.0,21.0,100.0,40.5
8781,1,57,182.0,84.0,11.0,98.0,39.9
11049,1,48,181.0,85.0,22.0,103.0,41.0
2188,0,73,153.0,58.0,5.0,78.0,38.9
6461,0,24,176.0,70.0,21.0,97.0,40.3
4049,1,41,184.0,82.0,19.0,104.0,40.4
13574,1,22,173.0,69.0,27.0,114.0,40.8
13262,1,31,198.0,101.0,3.0,77.0,39.0
13514,0,22,173.0,64.0,15.0,94.0,40.5
7391,0,35,164.0,65.0,24.0,106.0,40.8
3544,0,47,163.0,62.0,25.0,99.0,40.3
519,1,49,181.0,81.0,16.0,97.0,40.2
7689,1,52,176.0,77.0,26.0,112.0,40.8
4508,0,34,159.0,57.0,5.0,89.0,39.2
11929,1,43,190.0,97.0,27.0,105.0,41.0
6641,0,53,160.0,60.0,16.0,97.0,40.3
5263,0,39,152.0,53.0,6.0,85.0,39.4
8139,1,50,200.0,100.0,20.0,94.0,40.8
6916,0,33,160.0,56.0,28.0,108.0,40.6
227,0,34,161.0,56.0,18.0,102.0,40.6
8741,1,32,194.0,94.0,24.0,98.0,40.8
11723,0,21,154.0,53.0,26.0,103.0,40.9
8147,0,54,175.0,74.0,14.0,96.0,39.6
7621,0,72,145.0,49.0,25.0,109.0,40.6
8127,1,74,195.0,97.0,8.0,94.0,39.5
14009,0,41,177.0,71.0,27.0,111.0,40.7
13995,1,50,195.0,89.0,3.0,84.0,38.5
10125,1,53,199.0,95.0,13.0,93.0,40.1
1699,1,69,177.0,76.0,15.0,102.0,40.3
14911,1,41,174.0,79.0,18.0,102.0,39.9
13012,1,77,181.0,91.0,22.0,110.0,40.7
1877,1,28,169.0,75.0,15.0,100.0,40.6
513,1,43,185.0,83.0,28.0,108.0,40.9
8046,0,36,160.0,62.0,8.0,82.0,39.6
9246,1,40,179.0,79.0,10.0,91.0,39.8
11089,1,26,189.0,93.0,24.0,104.0,40.9
9612,1,59,177.0,87.0,26.0,114.0,40.8
6886,0,32,173.0,66.0,11.0,87.0,39.9
6119,0,40,154.0,56.0,20.0,103.0,40.2
10513,1,61,196.0,97.0,16.0,97.0,40.5
13576,0,44,191.0,89.0,28.0,99.0,40.7
7899,1,72,186.0,94.0,9.0,88.0,39.9
10310,0,25,177.0,75.0,24.0,103.0,40.5
13989,1,60,170.0,76.0,10.0,81.0,39.2
2916,0,33,142.0,45.0,12.0,97.0,40.0
14051,1,46,196.0,101.0,16.0,95.0,40.3
480,1,30,195.0,92.0,30.0,101.0,41.0
10910,0,43,151.0,52.0,18.0,103.0,40.6
9603,0,30,164.0,61.0,5.0,79.0,38.8
2577,0,75,169.0,69.0,27.0,100.0,40.4
5804,0,26,159.0,59.0,21.0,108.0,40.4
13593,0,66,175.0,72.0,22.0,101.0,40.5
8364,0,63,167.0,64.0,22.0,105.0,40.7
5858,1,49,177.0,85.0,15.0,99.0,40.2
14125,0,21,177.0,72.0,14.0,90.0,40.1
5272,1,58,191.0,97.0,16.0,80.0,40.3
9932,0,27,166.0,62.0,15.0,88.0,39.9
8651,1,35,171.0,81.0,18.0,96.0,40.4
1596,0,41,169.0,65.0,22.0,100.0,40.8
13304,0,24,148.0,48.0,8.0,90.0,39.2
3896,0,23,154.0,54.0,28.0,105.0,41.0
10558,0,61,148.0,50.0,17.0,97.0,40.0
1349,0,22,169.0,62.0,28.0,107.0,40.5
9072,0,46,169.0,73.0,23.0,94.0,40.7
10092,1,30,183.0,88.0,23.0,104.0,40.7
3777,1,43,197.0,96.0,13.0,94.0,40.2
11076,0,68,166.0,64.0,18.0,94.0,40.6
11330,1,31,187.0,91.0,14.0,96.0,40.4
14580,1,62,181.0,81.0,27.0,108.0,40.6
4050,0,36,173.0,68.0,17.0,97.0,40.2
10514,0,64,165.0,67.0,29.0,110.0,40.7
11627,0,20,175.0,66.0,28.0,104.0,41.0
12453,0,28,170.0,70.0,30.0,117.0,40.9
14772,0,55,163.0,64.0,17.0,102.0,39.9
2762,1,24,174.0,74.0,4.0,86.0,39.0
14742,0,64,182.0,74.0,3.0,87.0,38.7
6387,0,35,174.0,67.0,25.0,105.0,40.6
3685,1,41,192.0,90.0,28.0,113.0,40.8
5062,1,73,175.0,73.0,11.0,94.0,39.9
3602,0,35,177.0,71.0,14.0,103.0,40.0
11765,1,23,174.0,74.0,13.0,94.0,40.4
14777,0,55,166.0,67.0,21.0,97.0,40.7
1446,1,36,181.0,85.0,1.0,85.0,37.4
